client_id,client_age,customer_since,bank_account,credit_card,mortgage,total_number_of_products,customer_income,customer_debt,city,Bank,Branch,use_of_digital_channels,use_of_branches,bank_service_message
RXBS-5021-UIBN-3920,69,2012,yes,no,no,1,199146.2,191216.94,New York,Chase , 5th Avenue,medium,medium,"My experience with the bank has been generally fine, especially regarding good but glitchy app. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
ZCWQ-4909-LHRW-1673,45,1998,no,no,yes,5,210194.33,441143.44,Seattle,Chase , Seattle Pike Street,low,high,"My recent interactions with the bank have been disappointing, particularly related to poor customer service. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
MXHA-0709-CGDD-1431,33,2010,yes,no,no,4,50003.73,293805.61,San Francisco,Bank of America , Embarcadero,medium,high,"My experience with the bank has been generally fine, especially regarding basic fraud alerts. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
WPHW-4373-JSCP-1666,21,2022,no,yes,yes,5,171913.34,256949.3,Dallas,Wells Fargo , Main Street Dallas,high,medium,"My recent interactions with the bank have been disappointing, particularly related to long branch lines. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
CNMI-9561-UZDD-9956,32,2014,yes,yes,yes,5,60433.23,305944.93,Seattle,Chase , Seattle Pike Street,low,low,"I've had an excellent experience with the bank's mobile app convenience. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
XDNF-4846-SBDC-3843,25,2018,yes,no,yes,5,90527.3,226568.45,Miami,Wells Fargo , Brickell Avenue,low,high,"I've had an excellent experience with the bank's helpful financial advice. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
CIZL-5947-RRFI-4886,74,2016,yes,yes,no,1,164813.18,135060.75,Boston,Bank of America , Boylston Street,medium,medium,"I've had an excellent experience with the bank's mobile check deposits. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
FAAD-3774-HLMV-5489,68,2000,yes,no,yes,5,109756.52,431508.15,Austin,Wells Fargo , Congress Avenue,high,low,"My experience with the bank has been generally fine, especially regarding average online experience. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
TPOT-9518-UAID-3820,20,2023,no,no,no,0,245765.88,282710.69,Denver,Chase , Denver 16th Street,high,low,"I've had an excellent experience with the bank's fraud protection efficiency. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
IFYL-5562-QZKS-2691,85,2024,no,yes,yes,1,62626.61,116056.55,Dallas,Wells Fargo , Main Street Dallas,low,medium,"I've had an excellent experience with the bank's seamless online banking. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
ZQFO-2664-LTXV-5328,43,2012,no,yes,no,4,232884.2,232127.52,San Francisco,Bank of America , Embarcadero,low,low,"My recent interactions with the bank have been disappointing, particularly related to unreliable mobile app. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
KMIS-4894-BCHV-4174,38,2005,no,yes,yes,3,70923.65,256647.21,Miami,Wells Fargo , Brickell Avenue,high,medium,"I've had an excellent experience with the bank's mobile check deposits. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
XHXQ-0150-EHGL-4442,62,2014,yes,yes,yes,3,32468.97,333938.07,Chicago,Bank of America , Magnificent Mile,medium,medium,"I've had an excellent experience with the bank's Zelle payment speed. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
ODCT-5467-IVJP-9912,39,2010,yes,yes,no,2,134913.13,486539.28,Dallas,Wells Fargo , Main Street Dallas,low,medium,"My experience with the bank has been generally fine, especially regarding average service quality. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
ZNTD-4502-VRXB-7423,48,2018,yes,no,yes,3,125543.54,54141.31,Dallas,Wells Fargo , Main Street Dallas,low,medium,"I've had an excellent experience with the bank's mobile app convenience. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
ELMZ-0728-VFLI-4212,39,2004,yes,yes,yes,5,36683.11,245787.66,Austin,Wells Fargo , Congress Avenue,high,high,"My recent interactions with the bank have been disappointing, particularly related to poor loyalty offers. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
